"HOVER HERE FOR NOTE:
V160001",V161069 - PRE:  What is it that R likes about Democratic Pres cand
404260,A women
404263,
404264,best of the two
404266,
404268,I trust her more than Donald Trump.
404269,
404275,
404277,She is experienced and qualified.
404278,
404279,
404281,
404282,
404285,planned parenthood beliefs
404286,Experience
404291,Democratic values
404293,
404294,She has political experience.
404298,
404300,she is the only moderate
404301,Secretary of State
404304,
404307,"She's composed, smart and has good leadership qualities"
404311,
404319,She has been around for a long time and understands a lot
404321,Experience
404322,
404323,I believe she can help the US to be a better country.
404324,
404327,
404330,She runs a hard campaign
404331,
404334,
404336,
404337,
404338,Health Care and Education policies
404339,
404343,Her policy and diplomacy experience and she is not Trump.
404348,experience
404351,
404353,She's not Trump.
404354,diplomacy
404358,Progressive ideas
404359,
404360,Womens rights
404362,
404364,
404365,
404369,1st female president
404373,
404376,experience
404378,experiance
404379,
404382,
404383,She's not Trump
404386,
404387,Donald Trump!
404397,She isn't Donald Trump.
404399,her service to the american people
404402,
404411,
404413,
404414,
404423,
404424,"Her life work as an advocate for underprivileged children, m"
404425,
404426,her experience
404430,Experience
404431,
404437,
404438,Her husband Bill
404441,
404442,
404445,
404448,She talked about the topics that concerned me the most
404449,
404451,Her experience
404453,
404455,
404456,
404459,
404460,
404461,Her prior experience
404469,
404471,knowledge
404476,"knows facts, prepared, diligent"
404477,
404482,She has experience and she has Bill for support
404485,
404490,
404491,She's a democrat
404495,
404497,
404507,Lowering school funds
404511,More experienced
404514,
404515,TIENE EXPERIENCIA POLITICA
404519,increase minimum wage
404521,
404523,she gets to the point
404524,
404528,She isn't Trump
404529,
404530,
404531,
404533,
404536,experiencia  politica
404537,
404542,She is not Donald Trump.
404543,"Pro Choice, LGBTQ Friendly, Gun Reform Proponent,"
404546,
404551,
404553,
404555,Her understanding of foreign policy and inequality for women
404559,
404561,
404562,
404567,
404573,
404574,She is the Democratic Candidate
404576,
404580,
404583,Her continuation and improvement of ObamaCare
404585,Su plan de mejoras a EU
404595,Woman
404596,First woman president
404597,
404599,"Her experience, knowledge, intelligence, and temperament"
404602,stand for women & she is female
404604,
404605,Experience and judgement
404609,realistic
404610,
404611,
404612,Experience as Secretary of State
404614,Por que pelea por la gente con bajos recursos
404616,
404618,Cares about america and freedom
404622,
404624,
404627,her expieriance in goverment
404633,
404635,Shes been a politician her whole life and i trust her.
404636,Increase Social Security
404642,
404644,
404645,
404646,
404648,
404652,Her experience in the diplomatic areas.
404657,she's experienced and I like that she's for the poor
404662,Experience in politics
404663,
404664,feminist values
404666,
404667,ban on guns
404668,knowledge of government
404671,
404672,
404680,
404689,
404692,Strong leader
404694,
404699,
404706,
404710,
404712,
404715,She's more presidential
404716,"Experienced, and well thought out planning"
404718,
404719,
404721,She great and deserves to be first lady
404723,not trump
404724,
404725,"experience, steadiness"
404728,gay rights
404729,"She is not Donald Trump, and she is qualified."
404731,
404735,
404738,She has some good ideas and experience.
404739,
404740,
404741,Her stance on human rights and her political record
404743,
404744,"Her social views, her economic policy, and her experience"
404746,
404748,
404750,"she knows politics, trump doesn't."
404752,experience
404754,
404755,Tries to be a good person. More feminist values
404756,
404757,
404760,
404766,
404771,
404773,understands politics
404774,
404775,"She has experience with world issues, healthcare etc."
404778,Her record of helping people all around the   World.
404779,
404780,
404781,
404782,
404783,STEADNESS AND EXPERIENCE
404784,
404788,
404791,
404794,Experience
404795,rather Clinton than Trump!
404796,She seems like the most likely candiudate for people
404800,
404803,
404805,Experience
404807,
404808,
404809,would like to see a Woman as president
404811,
404812,First woman president
404814,
404815,experience
404818,
404819,Her previous experience
404821,EXPERIENCIA POLITICA
404823,
404824,"Shared values: pro-choice, for gun control, etc"
404830,"She is a better politician than Trump, because of her attitu"
404831,bill clinton
404841,
404844,
404845,
404848,
404851,long experience in Federal Government
404852,
404854,
404856,
404857,
404860,
404862,
404864,
404867,Stands for women's rights
404870,"qualified, female"
404871,Predictability
404874,She has experience everywhere in the white house already
404875,
404878,
404880,"smart, experienced, hard-working, shares my basic values"
404881,Helping the childeren in the us
404885,
404886,She understands the system and has a well thought out agenda
404889,
404891,
404893,I don't think she want to start a war.
404895,College
404896,
404906,Experience; temperment; potically astute; not 'The Donald'
404907,
404908,Her experience and understanding of how politics work.
404910,
404911,
404912,
404914,
404915,Seems to care
404919,
404920,She understands compassion for the working person.
404921,
404922,
404923,
404926,
404928,I agree with her values
404931,
404933,
404934,
404938,EXPERIENCE
404939,
404941,
404947,
404953,
404956,
404957,
404959,Likely keep similar policy to barack obama
404961,She has strong understanding of goverment
404962,
404963,
404965,
404966,She has concerns about health and education I agree with.
404971,
404975,
404976,We need a woman in the white house
404977,experienced in politics
404978,economy
404979,International & national experience
404980,intelligence and qualifications
404984,
404985,
404986,She is most qualified
404989,
404990,
404991,
404992,She isn't Donald Trump
404993,she isn't Trump
404994,
404998,experienc
404999,
405002,
405007,Experience
405009,
405012,
405013,Experience
405014,
405016,
405021,Stability
405022,
405023,"pro women and children, climate change, experience"
405026,states her plan of action
405027,
405029,experience
405031,
405032,
405034,Education
405035,
405039,She is real about things.
405042,
405046,She is a democratic
405049,she cares for children
405052,She has more experience and a smart business person.
405053,
405055,She's not Donald Trump
405061,
405062,experience
405064,
405066,
405070,
405072,"Her experience, international issues."
405073,
405079,
405080,"Is competent, tough, agrees with many of my political belief"
405082,
405084,
405086,She's not Trump
405087,experiencee
405088,"Experienced, inclusive, moderate"
405089,her career in civil liberty issues
405090,Leadership skills
405093,social  security stability
405095,
405097,Better option than trump
405100,
405104,BEST OPTION
405106,
405109,
405116,
405119,Experiences demeanor
405128,Highly Qualified
405131,
405135,
405136,Policy Experience
405138,
405139,She was a very good Secretary of State. Intelligent.
405142,
405144,Her experience
405145,
405146,Not Trump
405147,She's not Trump. That being said I think she is VERY smart.
405148,advocacy for children
405152,strong understanding of policy
405157,"experience, willingness to round table discussions"
405158,she has the knowledge to run the country
405159,
405163,
405164,
405168,Better of two bad choices
405172,
405174,Super qualified
405177,better person
405179,
405181,
405183,
405184,foreign policy
405185,"Experience not only with the office of President,"
405187,She was the US senator and I think she would make a good pre
405188,
405189,experience
405190,That shes not Trump
405192,
405197,
405199,LA AYUDA A LOS INMIGRANTES PARA UNA LEGALIZACION
405200,
405204,being more transparent
405206,Ability to beat Trump
405207,Gender and strength
405208,She shouldn't run
405209,
405210,
405213,
405215,
405216,
405219,
405223,
405225,
405227,SHE IS FOR THE PEOPLE
405231,Experience
405242,smart and experienced
405243,Experience
405245,"She is a Democrat, a woman, and a Clinton."
405248,The love of kids .
405250,
405254,wage raise
405256,
405259,
405260,
405271,Her husband
405277,
405278,"She has world experience,genuinely cares about people for y"
405281,
405284,
405286,Experience as Secretary of State
405287,"Her belief in education and starting young, experience in po"
405289,
405290,
405292,Her competency under pressure
405293,"She's smart, experienced, shares many of my beliefs."
405294,
405295,
405298,experienced
405299,"EXPERIENCE, INTELLIGENCE, TEMPERMANT, SINCERITY"
405301,EXPERIENCE
405305,she is a sessoned polotician
405312,
405313,She knows more about theu.US&OverSeas
405314,
405316,
405318,
405319,"political experience,"
405320,
405323,
405328,
405330,
405332,
405339,
405340,focus on helping children of poverty
405341,She seems to be in favour of education
405342,
405349,SHES GOT RELEVENT EXPERIENCE AND I THINK TRUMP IS A JOKE
405350,I agree with a lot of her views in regards to changes .
405352,
405355,She means well
405356,political experience
405360,"She is highly qualified & intelligent, I agree with platform"
405361,Consistency. Background
405363,
405367,
405370,More experienced candidate.
405375,
405381,
405383,She does not have the temperament.
405385,Female
405388,
405390,SHE SEEM TO BE A LITTLE MORE ON THE EQUAL SIZE
405392,
405394,
405395,
405399,
405400,She's running against Donald Trump.
405404,
405413,not trump
405414,for middle man
405415,
405416,
405419,
405420,"first female president, her history of service"
405422,
405423,
405427,She is for the moment adopting some of Sander's policies.
405428,
405429,
405432,
405434,
405435,Foreign Policy
405439,Her commitment to bettering the world for those in need.
405440,Better than Trump
405450,Seems more level headed than Trump
405451,
405457,is wiling to work with hispanics
405459,
405460,social issues
405461,
405462,"Continuation of Obama's legacy, experince and intelligence"
405464,Experience
405465,
405466,She supports single parents trying to survive with there kid
405467,
405468,Shes running against Donald Trump
405471,
405472,
405474,She's not Donald trump
405475,
405478,
405483,she stops supporting Monsanto
405484,
405485,Experience
405495,"Experience, temperament, interest in working and poorer clas"
405497,
405500,Healthcare
405501,She's not Trump
405508,
405510,
405513,
405523,
405525,SHE WAS SECRETARY OF STATE
405527,She always seem sure
405530,
405531,
405533,her political experience
405534,Experience in Govt.
405535,
405536,
405538,She has governmental and international experience.
405541,
405542,Wide range of political experience
405544,
405554,She better than trump
405556,
405557,
405558,
405562,She's human like the rest of us and makes mistakes
405565,She's not Donald Trump.
405569,
405570,
405576,level headed and seems reasonable
405578,
405579,
405581,
405583,she gets that there needs to be plans and action
405585,
405588,
405589,HEALTH CARE
405593,"I believe that between the two, she is the better choice."
405596,she will be a first woman
405598,
405599,"Experience, Qualifications, Temperment, Policies"
405602,Hillary cliton  good  president
405603,Have always voted Dem..will NOT vote Republican EVER
405606,
405607,
405610,
405611,
405612,"her commitment as government leader, judgement and values"
405614,
405619,years of public service and qualifications
405631,
405633,strong political background
405634,Depth of knowledge and experience
405635,She cares about the everyone's education.
405637,experience and capability
405638,government experience
405639,
405645,
405646,
405648,Experienced and rational.
405649,She's not Trump; experience
405651,
405654,
405655,
405656,
405660,Her experience
405661,
405662,She's not Donald Trump
405664,democrat
405665,
405672,Children's rights
405673,"experience, policy"
405674,her experience as a first lady and her secretary of state  e
405676,
405677,Shehas the experience of being in the capital for decades
405678,not donald trump
405679,
405681,
405684,Experience
405685,"experience, philanthropy, intelligence"
405688,
405689,La reforma inmegratoria
405691,
405692,
405699,
405701,
405703,"she is a female, and she may be the first female president"
405706,
405707,Experience
405708,
405711,her experience in politics
405712,"Experience, intelligence, her platform, work ethic, honesty"
405725,
405728,
405730,Leadership Will Not QUIT
405732,
405735,"Competence, preparedness, qualification"
405746,Immigration laws
405748,middle class jobs
405751,Experience
405752,
405757,Her experience
405759,
405760,
405763,"good negotiator, calm, strong experience, loyal to women iss"
405766,
405769,
405778,
405780,
405781,
405782,I agree with her policies and she is qualified
405785,
405786,She knows world affairs
405788,
405789,Experience
405790,
405791,
405792,
405793,
405794,
405795,Experience
405801,
405805,Not Donald Trump
405811,
405813,GReat Policy maker
405816,Democrat
405823,
405824,
405826,
405827,STRONG WOMEN AND EXPERIANCE
405829,
405832,
405833,
405840,
405843,competent
405847,
405849,N/a
405850,Her points are strong. She also has President Obama approval
405852,
405863,
405864,
405865,
405872,
405875,Knowledgeable on world stage
405877,Although Clinton is dishonest Trump is a unstable
405881,
405882,Her experience
405885,"Being a more liberal candidate, not being a bigot unlike T."
405886,
405887,
405888,Experience and willing to work with others.
405891,She has political experience
405895,
405897,Powerful woman
405902,
405904,Has the political experience
405905,
405909,Her experience
405911,EXPERIENCE
405917,She is a supporter of women's rights
405918,
405922,
405923,
405925,History of the democrat party
405931,
405933,Her theme song is 'fight song'
405935,
405937,
405939,experience
405941,
405952,Experience
405955,Most qualified candidate. Endorsed by Obama etc.
405958,She is Not Trump
405959,She tells it like it is...
405960,she is qualified and has been holding a public office.
405961,
405965,Experience
405967,
405969,
405970,i like the way she talk and how she help people
405971,her experience
405972,intelligence and experience
405973,"Her values, e.g., gun control and supporting abortion rights"
405980,
405982,
405984,Hillary Clinton is more prepared
405985,experience
405990,healthcare and taxes
405994,
405998,Being a former first lady she knows the ends and outs
406001,
406002,
406004,competent strong on defense
406005,WILLIAM CLINTON IS HER HUSBAND
406013,Her experience
406016,
406017,
406018,
406022,her husband
406023,
406030,She has the necessary experience to be Presiden t.
406032,she ain't Trump
406035,
406041,
406042,experience
406043,Sne is Fair
406044,share some values. she has political experience.
406045,more compasion
406052,she knows foreign policy & government
406054,
406058,
406060,"most experienced, very intellegent, agree with her positions"
406066,Experience
406070,Qualified
406073,
406076,
406080,
406081,
406082,She is experienced and has the country's values and best int
406084,She believes in small business and criminal justice reform
406094,
406096,
406098,
406101,
406102,
406104,Budget plans
406105,experience & good proposals
406108,She's qualified for the position.
406110,
406112,
406114,
406118,
406119,Her record and her public service.
406123,
406127,
406131,Her experiance
406133,
406134,
406135,
406136,
406137,"Experience, moderate-yet-progressive policies"
406138,
406141,experience and intellegent
406142,Experience and Trust
406144,KNOWLEDGE & EXPERIENCE
406146,
406147,
406148,Her experience
406153,
406154,Trouble with her conduct with email issue
406156,
406159,
406160,
406164,
406167,She isn't Donald Trump
406170,she for uaw
406174,
406176,
406181,
406186,
406193,experience
406194,
406196,Ella si quiere ayudar a la gente. No ofende a nadie
406198,
406202,
406203,
406204,Integrity and loyalty
406206,Lifetime of public service; professional/policy experience
406212,
406217,
406218,
406221,
406224,
406225,Better economic policies
406226,
406227,
406234,
406235,
406237,"Education, welfare of children, immigration laws, many more"
406238,
406239,
406240,
406243,I think she's fit
406245,positive future
406247,
406248,She is not Donald Trump
406249,
406252,
406253,
406254,Experience
406257,Fight for better jobs
406258,She's a female
406259,Social Issues
406260,Political background and foreign policy history
406263,Our shared values and progressive thoughts for the country
406264,
406265,
406266,
406269,Political experience
406271,She's not Trump
406275,
406280,
406284,
406285,DISAGREE WITH REPUBLICAN'S FOREIGN POLICY
406288,
406291,
406294,HER STANCE ON EDUCATION
406301,Stand on immigration laws
406302,
406305,
406306,Lots of real experience
406307,
406315,Help migrants
406318,
406320,
406322,plans to help the middle class
406324,
406325,
406329,
406333,
406335,
406336,
406337,
406339,
406344,I like her ideas about creating more jobs.
406346,
406347,
406348,Strong political background & experience.
406351,
406353,
406354,She is wise and has experience
406358,Helping women
406360,She isn't Trump; Political experience; novelty of 1st woman
406361,HER BACK GROUND IN WORKING WITH THE GOVERMENT  AND UNDERSTAN
406366,she's hard working and has experience
406369,
406370,normal politition
406371,
406374,Healthcare Views.
406375,
406376,
406377,
406381,Honesty
406382,Preference
406383,Her ideas about pro-choice abortion.
406384,She's not Donald Trump
406386,HEALTHCARE
406387,
406389,she is for me
406393,
406394,
406396,Woman
406404,
406405,
406409,
406410,
406412,More good politicians on the Democratic side to hold her acc
406415,"intelligence, diplomacy, experience"
406420,
406421,
406423,"She knows what she's doing, but I don't support her."
406425,
406433,
406436,
406437,
406448,She is a strong person and not corrupt
406454,It is time that we have a female president
406457,Experience.
406458,
406459,Experience
406465,
406466,Experience
406467,Experience
406468,
406469,her views about abortion  and education
406479,
406480,
406484,Better than Trump
406489,"actual shares views of mine, SCOTUS"
406490,she is qualified....although I don't totally trust her
406492,
406495,
406501,best canidite
406502,
406506,Experience
406507,She has a great deal of governing experience
406508,
406511,
406513,Experience
406519,Experience
406526,
406527,Support of Affordablecare
406528,
406530,
406531,She has a sense of direction and puts God first.
406538,
406541,She has experience in politics
406542,She is not Donald trump
406543,Her plans are precise. She has experience.
406544,
406547,she's not Trump. i believe he is going to mess usa up
406550,1. Well prepared 2.
406551,strong candidate with relevant experience in politics
406552,
406553,"Experience, position of issues, not Donald Trump"
406554,Her Experience and everything she stands for
406559,
406563,KNOWLEDGE AND EXPERIENCE IN POLITICS
406569,
406570,I like what she stands for
406576,
406585,
406586,BEST CANDIDATE FOR THE JOB
406587,
406592,
406594,Women do a better job of running things.
406596,
406600,I feel she is not truthfull
406601,
406605,
406608,
406609,
406610,
406613,Democratic
406615,she has experience and she is determine to make a change.
406616,
406617,
406620,She very clear when asked a question she democratic
406621,
406624,Represents My Values & Interests
406625,She loves kids
406629,Lower college tution
406635,
406636,
406637,her intelligence
406638,
406641,
406642,
406643,Tiene mas conocimiento en politica exterior que su oponente
406645,
406646,
406650,
406652,
406653,
406654,Pienso q podria aser un gran cambio positivo a nuestro pais
406657,She has some experience in federal government.
406658,
406660,
406661,First Female president
406663,she's a Democrat
406664,
406665,Pragmatism and steadiness
406672,Democrat
406675,
406678,Work on boarder controll
406680,
406681,She platforms to help the middle class.
406682,experienced
406685,She has experience and is more personable
406686,Every thing
406695,
406698,
406699,
406702,affordable college
406704,
406705,
406706,experience
406711,
406715,Her experience in the government
406716,Liberal views
406723,
406725,Experience
406726,SHE A WOMAN TRYING TO MAKE HISTORY
406729,
406730,
406731,She is not Donald Trump.
406732,
406734,
406738,She is for the peolple
406739,she has experience in politics
406741,married to bill clinton
406743,experience
406746,
406747,
406749,
406750,EXPERIENCE AND DRIVEN
406751,I tend to agree with her views on most topics
406756,
406758,
406759,
406763,
406764,She seems to want to tax the wealthy from their income.
406765,Experience
406768,
406771,
406774,"She's a woman, very qualified, democrat"
406775,she's the better option.Joe Biden should have run
406776,
406780,Strong proposals
406782,
406784,
406786,more qualified
406788,Bill Clinton fue un bien presidente.
406792,
406793,Experience and her policies align with mpemy needs
406794,wio
406799,she is not trump
406804,
406806,
406808,experience intelligence temperment
406811,
406812,
406814,
406816,
406817,Better than the other one
406818,
406820,
406823,
406826,
406829,
406830,
406837,
406839,
406840,Extensive experience
406841,
406843,
406845,Equal rights
406848,
406852,She isn't Donald Trump
406854,Seems more knowledgeable on world events and has diplomacy.
406857,She has experience as the Secretary of State
406862,Well she's not thinking about deportation
406863,
406864,Experience
406866,
406867,Her political experience & understanding of international .
406868,
406873,she cares about all people
406874,
406877,"Female, Likes the way she articulates her thoughts"
406878,
406882,
406885,Smarter than husband
406887,GOOD JUDGEMENT
406888,She is a woman who has experience in Washington
406891,She is a woman and advocates for women rights
406894,
406896,She is liberal and cares about everyone.
406905,
406906,Economy sulotions
406908,Bill Clinton
406909,
406910,
406914,
406917,Strenghten social security
406919,She's not Trump.
406924,
406926,
406929,better prepare
406930,She has more political experience !
406933,"EXPERIENCED, FEMALE, COMPETENT"
406934,
406936,"child care, and equal pay, and she doesn't hate"
406940,qualified
406945,
406947,
406948,"long track record, experience"
406949,
406950,"Her experience, record, stance on environment, supreme court"
406951,share similar general stances
406953,
406955,
406956,
406958,"EXPERIENCE, POISE, DEMEANOR"
406959,The rest of the world wont think less of us for electing her
406960,her ability to bring people of different backgrounds togethe
406961,FEEL MORE COMFORTABLE WITH IN THE WHITE HOUSE
406966,She cannot be trusted.
406967,
406968,
406970,
406972,Shes not trump
406973,
406975,Experience
406978,
406979,
406985,She will be the first woman.  Married to Bill Clinton.
406986,She has most experience
406987,Her extensive experience and intelligence.
406989,
406993,
406994,
406995,she is not Trump
406997,
406998,
407000,
407003,She's a democrat
407009,
407010,
407011,she's the democratic nominee
407012,"experience, self-control"
407013,
407019,
407021,
407024,"Experience, Professionalism, Stance on Issues"
407027,I think she is very intelligent.
407032,knowledge
407037,
407039,She is socially left and not trump
407041,The way she represents herself
407042,experience in the government
407044,
407050,"Fostercare, healthcare, foreign affairs,knowledge, trust"
407055,Experience
407065,OK policy.
407071,
407072,not trump
407075,Experiance
407076,
407078,intelligence
407085,
407086,
407088,"Caring, compassion for people, and strong  Foreign Relations"
407090,
407096,
407100,Highly qualified
407101,Her views on foreign policy
407104,
407105,
407106,
407109,
407114,
407116,Ayudar├í a los hispanos
407117,"Experienced, Responsible, Respected"
407119,MORE EXPERIENCE/PROFESSIONAL THAN TRUMP
407122,
407123,
407124,
407125,
407130,Has real plans and is for working families and women
407133,
407136,"She is stable, confident, and experienced."
407137,Experiencia
407138,
407141,rights for women and children
407143,
407145,"strong-minded, reliable, detemined"
407148,she follows democratic beliefs
407154,
407155,She is not Donald Trump
407157,Experienced and sensible
407158,
407163,
407164,
407169,
407173,
407174,
407175,PREPARED
407176,Experience
407177,Toma en consideraci├│n a todo los ciudadanos.
407178,
407182,past experience
407184,
407187,
407188,Democrate
407191,
407192,
407193,
407195,She is not Donald Trump.
407198,She has more experience and is calm under pressure
407201,Her experience
407203,
407204,
407205,
407206,power
407209,her track record
407210,
407211,
407213,
407215,
407216,
407218,dedication to this country
407222,
407223,
407229,
407231,
407233,
407236,
407238,
407240,
407242,
407243,qualified
407245,She has experience
407246,
407250,She a women and seem to have good ideas
407255,I had voted for her the last time she ran
407262,
407263,
407268,Better than Trump
407269,
407270,Her experience.
407272,
407274,she does not discriminate other nationalities
407275,
407276,
407282,experience
407286,has had a lot of experience in foreign topics
407288,She is not Donald Trump!
407290,
407292,agreement on major political issues
407298,
407304,I share common views with her
407305,
407308,Democrat
407311,"Muy Buena Politica ,onesta y con mucha esperienza ,inteligen"
407314,Trump will definately get us into another war
407317,most qualified candiate
407319,
407321,
407324,"Social Issues (Abortion, Gay Marriage, Healthcare)"
407327,Her views on affordable education
407328,She can make a difference
407333,
407336,
407340,
407342,female and her intension for the U.S.A.
407352,Continue a responsible campaign
407353,
407355,
407357,I want a woman president
407364,she's a woman
407365,
407366,
407368,Helping the poor
407373,
407377,She would be the first female president of the USA
407378,
407380,Shes driven and independent
407381,
407382,Environmental policies
407385,She is a lifelong politician.
407387,"More in touch with the needs of minorities, etc."
407388,"She is rational, qualified, and calm in face of adversity"
407392,
407393,I agree with some of her views and vision for the USA
407395,womens issues
407396,
407399,
407402,the experiance if having a female in office
407405,
407407,
407409,
407412,
407414,
407423,
407426,She's not a republican and she's not Donald Trump
407428,
407430,
407433,Experience
407434,
407436,
407442,
407446,
407447,
407449,
407450,
407451,
407455,
407456,
407458,Her experience
407460,"She is female, liberal, pro-choice, experienced"
407468,
407476,
407479,
407482,She's not Donald Trump!
407484,
407485,WOMAN strenght
407492,
407496,
407502,
407503,
407505,Her international policies
407506,
407510,
407519,
407521,
407522,
407527,
407528,
407529,
407533,
407534,"Her views on gun control, and other stuff"
407536,Foreign policy and government knowledge
407537,she is not donald trump.
407539,
407541,Es una persona que podria ayudar al pais para el bienestar
407542,Previous Experience in politics
407546,democrat and bill clinton did a good job as president
407547,
407548,
407549,
407550,
407554,
407558,She tells the truth most of the time
407559,
407561,Her political experience
407562,
407563,
407565,
407566,
407568,
407573,shes not Donald Trump
407576,
407578,EXPERIENCE
407580,
407581,
407582,
407586,
407589,she has political experience and trump is an idiot.
407591,
407593,"EXPERIENCE, TEMPERMENT"
407594,
407597,
407600,
407605,she is qualified and has political experience
407609,
407610,
407611,She is not Trump
407615,
407617,
407620,experience as sec. of state
407621,
407624,
407625,
407626,She is better than Trump
407636,
407639,"Highly qualified, knows what the job takes"
407640,
407642,She conducts herself appropriately
407643,Plans to help the american debt
407645,
407647,
407648,Do not want Trump in the White House
407651,
407653,
407654,
407655,"first female president, experience"
407657,Experience in government
407658,She is the closest thing to Obama and Sanders.
407659,Congressional Experience
407660,
407661,
407666,
407667,"Foreign policy experience, clam and cool"
407670,her power to select justices to the supreme court
407672,She is best qualified and not crazy
407677,
407678,
407679,
407681,
407685,She knows the in & outs of politics
407688,she has a political strategy for most off the major issues
407689,
407692,
407696,
407697,
407698,experience
407700,
407703,Governmental Experience
407704,
407705,Her knowledge and experience
407706,
407707,
407708,Her experience in government & international affairs.
407709,
407710,
407712,
407716,
407717,
407721,Experiance
407724,
407725,She will be the first lady
407726,A proven leader
407727,
407729,
407732,
407734,She's a woman
407741,She has been in politics for a long time and knows her stuff
407743,
407744,Smarter of the two
407748,
407757,
407758,experienced
407762,She's not a crazy racist person like trump. And experienced.
407763,less worse than trump
407764,
407765,
407766,NA
407767,
407770,
407771,
407779,
407782,View on families
407787,
407788,
407789,She has been involved with politics for awhile.
407791,"past experience, personality, policy"
407796,
407798,
407799,Her experience in Politics and as First Lady
407800,knowledge
