V160001_orig,V161075 - PRE: What is it that R likes about Republican Pres cand
404376,"addressing corruption, security and jobs"
404378,gun rights support
404379,We need change
404382,
404383,
404386,Mr Trump tries to express himself needs practice
404387,
404397,
404399,
404402,he stays in message which is a good one
404411,"Immigration, demolish Isis and the economy"
404413,he's funny
404414,
404423,
404424,
404425,
404426,TO CUT MIDDLE CLASS TAXES
404430,
404431,not a politician- change
404437,"Pro life, pro 2nd amendment and more"
404438,
404441,trustworthy
404442,Several reason
404445,a wall
404448,
404449,Buisness man
404451,
404453,good businessman
404455,Jobs in america
404456,"strong about changing immigration, very business savvy"
404459,
404460,he refuses to take money from big banks and lobbyists
404461,
404469,
404471,
404476,
404477,apolitical
404482,Tough on immigration
404485,His policies.
404490,Honesty
404491,
404495,"We need a change, money to foreign countries and Obama Care."
404497,immigration
404507,
404511,
404514,he's very strong in his commentment
404515,
404519,
404521,
404523,
404524,
404528,
404529,
404530,Hasn't been a politician
404531,He is not a lawyer politician.
404533,FORMATION OF CHRISTIAN COALITION. SUPREME COURT JUSTICE PICK
404536,
404537,
404542,
404543,
404546,he's straight forward
404551,"Speaks for majority of people, says what we're scared to say"
404553,
404555,
404559,He is not a career politician
404561,he's to the point
404562,POLITICIANS HATE HIM
404567,Just him
404573,
404574,
404576,Stopping Isis
404580,"safety, immigration, economy"
404583,
404585,
404595,
404596,
404597,"He is not Hillary, and better supreme court nominees."
404599,
404602,"stand on immigration, ISIS & closure of guest lawn"
404604,
404605,
404609,
404610,Everything
404611,Don't want Hillary in office
404612,
404614,
404616,
404618,
404622,
404624,He will hold congress accountable
404627,
404633,Make America great again
404635,
404636,Increase social security benefits
404642,
404644,
404645,
404646,"not a professional politician an outsider, but I think kind"
404648,"His anti-establishment stand. He's revolutionary, we need it"
404652,
404657,
404662,
404663,Not a career politican
404664,
404666,
404667,hes for the military n gun rights
404668,Outsider
404671,He is not a politician
404672,
404680,Outsider
404689,endorsed by NRA
404692,Strong leader
404694,
404699,
404706,
404710,REDO GOVERNMENT GET THINGS DONE
404712,Is for law and order
404715,
404716,
404718,
404719,less socialism
404721,
404723,
404724,attitude
404725,
404728,pro-life
404729,
404731,not a politician
404735,
404738,
404739,change
404740,
404741,
404743,Pro Life
404744,
404746,he isn't a party poltition
404748,
404750,he's not a good person all around
404752,
404754,
404755,
404756,Donald is expressing all the things we agree with
404757,
404760,
404766,running against clinton
404771,He went from bankrupt back to prosperous .
404773,
404774,He could accept Jesus Christ as his savior!
404775,
404778,
404779,
404780,"Trustworthy, honest, not a politician"
404781,"businessman, so the US's financial health is priority"
404782,"He is a fighter, and sucessful business man"
404783,
404784,
404788,Strong on economy
404791,arrogant under educated over demanding with no filters
404794,
404795,
404796,
404800,
404803,political outsider
404805,
404807,Strong
404808,
404809,
404811,
404812,Trump says system is rigged and I agree.  He recognizes US
404814,
404815,
404818,He will deport all illeagal aliens back to their Country
404819,
404821,
404823,tax reform
404824,
404830,
404831,know about businesses
404841,He is for security of America
404844,better business and ethics
404845,
404848,
404851,
404852,Executive Skills! He's actually built a Corp. Accountable
404854,
404856,
404857,
404860,I don't trust the Clintons
404862,He shows genuine concern for US citizens
404864,Supreme court justices
404867,
404870,
404871,Radical change begets radical action
404874,
404875,"He is against illegal immigration, supports coal; tax dec."
404878,Not a politician; sees how weak our country has become
404880,
404881,
404885,
404886,
404889,that he is trying his best to make our country better.
404891,
404893,
404895,
404896,
404906,
404907,he's not a politician
404908,I like that his says he is against today's politics.
404910,
404911,Business successes
404912,anti hillary
404914,
404915,Position on illegal immigration
404919,We need a change
404920,
404921,He's not scared to say the truth
404922,He tells it as it is.
404923,He shows his true colors
404926,
404928,
404931,
404933,I like his policies
404934,"Change, willingness to state his opinions, even if unpopular"
404938,
404939,his strong will to change america and bring about good chang
404941,"Honestly, better of two evils in a circus of a race."
404947,Successful businessman who can help rebuild our economy
404953,
404956,
404957,
404959,
404961,
404962,HOW IN CONTROL HE IS
404963,Conservative views
404965,He may fix the countrys economy
404966,
404971,
404975,CHANGES HE'LL MAKE
404976,
404977,
404978,
404979,
404980,
404984,
404985,
404986,
404989,NOT A CAREER POLITICIAN
404990,"Trim government, grow jobs & economy, restore US influence"
404991,
404992,
404993,
404994,
404998,
404999,
405002,wants to make america better again and control illegal boder
405007,He's not a carreer politician
405009,
405012,
405013,
405014,HIS PLANS
405016,Not a politician. Country will be safer.
405021,Trade Deals
405022,
405023,
405026,outspoken
405027,Running as a Republican
405029,
405031,
405032,stop spilling the money
405034,
405035,
405039,
405042,He is not Hillary Clinton
405046,
405049,
405052,
405053,"not-politically correct, has common sense"
405055,
405061,He wants to make America safe again.
405062,
405064,
405066,He tells it like it is and not an establishment candidate
405070,he says he is a republican
405072,He's not a career politician.
405073,I think he is more truthful than the other candidates: more
405079,OBJECTIVISM
405080,"Opposition to free trade deals, but I'm not sure he means it"
405082,He's not Hilary
405084,Business acumen
405086,
405087,
405088,
405089,
405090,
405093,If Hillary proven to broke the law
405095,controlling immigration
405097,
405100,out there ideas
405104,
405106,Small government
405109,
405116,Closing borders and maintaining freedom of religion
405119,
405128,
405131,
405135,
405136,
405138,Business acumen
405139,
405142,"He wants to bring industry, and unite our country"
405144,
405145,
405146,
405147,
405148,
405152,strong immigrantt control
405157,
405158,
405159,He is pro life
405163,
405164,He's not a politician
405168,
405172,
405174,
405177,
405179,SERIOUS BUSINESS ATTITUDE
405181,views
405183,
405184,not policing the world for free
405185,
405187,
405188,
405189,
405190,
405192,
405197,Change in politics
405199,
405200,I believe He can help put the United States back on her fe
405204,
405206,
405207,
405208,
405209,immigration problems
405210,
405213,strengthen out mess this country is in
405215,
405216,
405219,
405223,Business man
405225,anti-abortion
405227,I DON'T LIKE HIM!!!!!
405231,
405242,
405243,Not affiliated to the polical system Dem or Rep
405245,
405248,
405250,
405254,
405256,
405259,Firm and strong voice
405260,
405271,
405277,
405278,
405281,
405284,He's not Hillary
405286,
405287,"He is republican, has had a successful business"
405289,
405290,"economic policy, health care policy"
405292,
405293,
405294,Financial sense
405295,business oriented
405298,
405299,
405301,
405305,
405312,"Business minded, not afraid to make difficult decisions"
405313,
405314,He can't be bought. Isn't a diehard politician.
405316,Supports the 2nd Amendment
405318,
405319,
405320,
405323,WE NEED SOME NEW IDEAS
405328,Scales back on divisive speeches
405330,secure our borders.
405332,He's republican and strong leader and business skills
405339,Securing our borders
405340,
405341,
405342,The hope of ridding old government corruption
405349,
405350,
405352,"conservative, says what he thinks."
405355,
405356,
405360,
405361,
405363,leadership
405367,Supreme Court Nominations
405370,
405375,theres alot i like about trump
405381,Trying to make people more self sufficient
405383,He believes in 'legal immigration.'
405385,
405388,I think it is time for someone who is not a politician.
405390,
405392,
405394,His life long business experience and wanting to make change
405395,He is not Hilary
405399,Make America Strong again.  His desire to try to save us
405400,
405404,
405413,
405414,
405415,NEED A NEW PATH
405416,His view on abortion.
405419,I hope he can drain the swamp!
405420,
405422,Want to take people back and   Get the world back on track
405423,Very strong leadership
405427,
405428,
405429,speaks what most of us think
405432,He seems like a real person
405434,His stance on immigration
405435,
405439,
405440,
405450,Business man rather than lawyer.
405451,Running the country like a business
405457,
405459,"he's not a career politician, he isn't running on lobbyist $"
405460,
405461,he is fresh and speaks his mind
405462,
405464,
405465,"Honest, exposes scandals, good plan to save jobs and economy"
405466,
405467,
405468,
405471,He is about the American people.
405472,
405474,
405475,
405478,
405483,Not Hillary
405484,He's not a politician - he's a business man
405485,Foreign trade
405495,
405497,Illegal Immigration Jobs
405500,strong ideas
405501,
405508,'make America great again'
405510,
405513,
405523,Some of his views
405525,
405527,
405530,"Build wall, anti-PC"
405531,we need a change in this country and he is not afraid to spe
405533,
405534,
405535,He's not a career politician
405536,
405538,
405541,He Don't like Imigrants
405542,
405544,More honest  / not a traitor
405554,
405556,
405557,
405558,
405562,
405565,
405569,
405570,
405576,
405578,
405579,He is not Hilary clinton
405581,
405583,
405585,Business Experience
405588,
405589,
405593,
405596,he is very different. businessman. he might have  different
405598,To stop Clinton.
405599,
405602,
405603,
405606,
405607,
405610,good grasp of economics and will recruit top notch cabinet
405611,
405612,
405614,hes better than clinton
405619,
405631,He is not a political puppet
405633,
405634,
405635,
405637,
405638,
405639,
405645,
405646,"His thoughts on abortion, the economy, illegal aliens, etc.."
405648,
405649,
405651,"National Security, Immigration, Economics"
405654,
405655,HONESTY
405656,He is a business man
405660,
405661,Hes not your ordinary politic
405662,
405664,
405665,he will protect my second amendment rights
405672,
405673,
405674,
405676,honest
405677,
405678,
405679,Make America Great Again
405681,Business understanding
405684,
405685,
405688,good business background
405689,
405691,He's not Hillary Clinton
405692,national security
405699,
405701,Don't like what Hillary stands for
405703,attitude towards education
405706,
405707,
405708,pro 2nd amendment rights
405711,
405712,
405725,Secure borders.
405728,he is forthwidth
405730,
405732,
405735,
405746,Abortion laws
405748,
405751,
405752,
405757,
405759,
405760,not a politician
405763,
405766,he wantsn to bring drastic change to this country that we ne
405769,"Policies on economy, terrorism, borders."
405778,I feel he is the stronger of the 2.
405780,Knows how to make money
405781,he is not hillary.
405782,
405785,
405786,
405788,not a long time polition
405789,
405790,
405791,"Energy policy, financial policy, more conservative"
405792,
405793,Just something different. Don't want the same system.
405794,
405795,
405801,Business experience
405805,He's not Hillary Clinton.
405811,Truth
405813,Strong leader
405816,
405823,
405824,
405826,
405827,
405829,No nonsense attitude
405832,looking out for US citizens
405833,
405840,
405843,
405847,
405849,
405850,
405852,he's not Hillary Clinton
405863,
405864,get the budget under control
405865,
405872,he is not Clinton
405875,Male
405877,
405881,
405882,
405885,
405886,TAX REFORM
405887,He is a leader
405888,
405891,He is willing to make difficult decisions
405895,Immagration
405897,
405902,
405904,
405905,"Republican,"
405909,
405911,
405917,"Strong, honest, leader who is experienced in money managemen"
405918,"Not a politician or a lawyer, seems to actually love this c"
405922,
405923,We need change
405925,
405931,He tells it as it is.  Doesn't sugar coat it.
405933,He wants to 'make America great again'
405935,"Plain spoken, not  intimidated by liberal politics"
405937,The lesser of two evils
405939,
405941,Not Hillary
405952,Not the establishment
405955,
405958,
405959,He's not a politician and he's raciast
405960,
405961,
405965,
405967,
405969,
405970,
405971,surround himself with good cabinet
405972,
405973,
405980,"Strength, economy, bring back respect of this nation."
405982,"american values, make america great again"
405984,He is racist against Mexicans
405985,
405990,
405994,
405998,
406001,
406002,He has spoken against current Fed Policy
406004,
406005,
406013,
406016,brave to talk his mind
406017,
406018,
406022,
406023,His blatant respect for The United States.
406030,
406032,may not be a lockstep republican
406035,
406041,
406042,
406043,
406044,
406045,
406052,
406054,
406058,He is honest and is for the American people
406060,
406066,
406070,
406073,He's not Hillary Clinton
406076,
406080,He is a smart man. He wants to make america great again.
406081,He doesn't have mysterious people who have died around him
406082,
406084,He understands business and he is not a politician by nature
406094,Economy
406096,
406098,Economy
406101,b
406102,
406104,Economy
406105,
406108,
406110,"ecomic policies, honesty, says what he means"
406112,Welcome change to typical politians
406114,
406118,New and fresh face not involved in politics before
406119,
406123,
406127,
406131,The things he says
406133,
406134,
406135,
406136,
406137,Willingness to challenge the status quo
406138,secure our borders
406141,
406142,
406144,
406146,He's not hillary
406147,Outside business man
406148,
406153,Real change in government
406154,He seems the only good canidate this year
406156,Strong point of view
406159,
406160,
406164,
406167,
406170,
406174,He is not a politician
406176,Business Experience
406181,his leadership
406186,straight shooter
406193,
406194,
406196,
406198,
406202,
406203,"Tough, protecting America"
406204,
406206,
406212,He is not Hillary
406217,
406218,We need new blood in D.C. and he seems to want to do for ou
406221,
406224,
406225,
406226,
406227,he can think on his feet
406234,honesty
406235,Not previously a politician
406237,
406238,He is honest
406239,His truth
406240,supportive of the military
406243,
406245,
406247,Su onestidad
406248,
406249,Immigration
406252,
406253,Supreme court
406254,
406257,
406258,
406259,Change of perspective
406260,
406263,
406264,
406265,
406266,
406269,
406271,
406275,
406280,
406284,He will rebuild our infrastructure
406285,
406288,make the military strong
406291,Hes not Hilary
406294,HIS STANCE ON IMAGRATION
406301,
406302,
406305,Better option than Hilary
406306,
406307,
406315,
406318,he means business and will get things done
406320,Poor candidate
406322,
406324,HE KNOWS HOW TO RUN A BUSINESS & CAN GET US BACK ON TRACK
406325,
406329,I believe he is a free-standing man of integrity.
406333,
406335,He knows what he is doing
406336,"He is the lesser of two evils, a less deadly poison"
406337,He's not Hillary Clinton.
406339,
406344,
406346,
406347,
406348,
406351,
406353,
406354,
406358,
406360,
406361,
406366,
406369,everything
406370,
406371,Business man
406374,Making America great again.
406375,truthful
406376,He is a business man
406377,
406381,
406382,
406383,
406384,
406386,
406387,His fiscal policy and business history.
406389,
406393,immigration policy
406394,
406396,
406404,
406405,bring jobs back to the US
406409,
406410,
406412,
406415,
406420,Change in America
406421,to change the corrupt sytem
406423,
406425,THINK HE WILL TAKE A DIFFERENY DIRECTION THAN OBAMAE
406433,Appears to be independent of special interest and wall stree
406436,Not a career politician
406437,
406448,
406454,He is not a politician
406457,
406458,His lack of fear to be honest
406459,He tells it like it is; not worried about political correct
406465,Against abortion
406466,
406467,
406468,
406469,
406479,Not afraid to face the issues
406480,
406484,
406489,
406490,
406492,
406495,HES A REPUBLICAN AND I LIKE HIS VIEW ON THINGS
406501,
406502,Be stable professional and cohesive. Don't apologize.
406506,
406507,
406508,
406511,A chance he may run the country like a successful business
406513,
406519,
406526,
406527,
406528,I think he will fix the mess this country is in
406530,
406531,
406538,not a Progressive
406541,
406542,
406543,
406544,"His over all policies, and he would be a stronge leader."
406547,
406550,
406551,
406552,
406553,
406554,
406559,Illegal people coming in our country
406563,VIEWS ON ABORTION
406569,
406570,
406576,He's a business man.
406585,
406586,UNFIT FOR DUTY AS PRESIDENT
406587,Immigration
406592,Speaks his mind of what people are thinking.
406594,He is a good business man.
406596,
406600,
406601,"Economy, immigration, security"
406605,
406608,
406609,TELLS HOW HE FEELS
406610,Tax cuts
406613,
406615,
406616,Conservative Supreme Court Justices
406617,Strong minded
406620,
406621,He's changing politics. Not sure if it's good or bad yet.
406624,
406625,
406629,
406635,Straight forward no non-sense attitude
406636,His basic plans for our country
406637,
406638,"not a politician, not beholded to anyone"
406641,
406642,
406643,
406645,IMMIGRATION POLICY
406646,He's not Hillary Clinton
406650,
406652,HE IS A BUSNESS MAN
406653,
406654,
406657,He says he will strengthen the military.
406658,
406660,
406661,
406663,
406664,NEW TO THE GOV SCENE
406665,His different perpective on govt operations
406672,
406675,
406678,Boarder controll
406680,He's not Hilary
406681,Possibility of taking a different approach to leadership.
406682,Outsider
406685,
406686,
406695,
406698,He seems to be more honest regardless of what people think a
406699,Outsider
406702,
406704,econoimic
406705,He is what he is.  A wolf in wolf's clothing.
406706,
406711,Not an entrenched politician
406715,He wants to protect America. Straight shooter
406716,
406723,he speaks his mind and tells things how they are
406725,
406726,
406729,
406730,
406731,
406732,"taxes, job creation"
406734,
406738,
406739,
406741,
406743,
406746,
406747,
406749,
406750,
406751,
406756,Says what he thinks and isn't afraid too!!
406758,Promise for change
406759,He is a Republican and I like his style
406763,His ability to FACE the nation
406764,
406765,
406768,He's Republican
406771,
406774,
406775,
406776,Not Hillary
406780,
406782,
406784,He loves the USA.
406786,
406788,
406792,
406793,
406794,
406799,
406804,
406806,His Supreme Court candidates
406808,
406811,He is a realist and does not sugar coat Americas problems.
406812,
406814,He is honest and will save this country
406816,
406817,
406818,only choice for America
406820,
406823,Not a career politician.
406826,HE IS NOT HILARY
406829,foreign policy ideas
406830,Speaks his mind
406837,He is not Hillary Clinton
406839,
406840,
406841,"not a politician, successful in business"
406843,His views about the immigrants
406845,Good businessman
406848,honesty
406852,
406854,Issuess on immigrration
406857,
406862,
406863,
406864,n
406866,New look
406867,"New points of view, and for change."
406868,
406873,
406874,
406877,says what people are thinking
406878,
406882,
406885,
406887,
406888,
406891,He is sick of the system and wants to change it
406894,KNOWS ABOUT MONEY
406896,
406905,change in washington
406906,Abortion
406908,Entertainment value
406909,
406910,Supreme court justice nominees
406914,Immigration
406917,Strong Business sense
406919,
406924,Honest
406926,"Strong Businessman, conservative, and not a true politician"
406929,
406930,
406933,TOUGHT
406934,
406936,
406940,
406945,
406947,
406948,
406949,
406950,
406951,No party affiliation could cause changes to two party system
406953,
406955,"He's not a career politician, he's a businessman."
406956,Says what he thinks
406958,
406959,Gun control stance
406960,
406961,
406966,Strength of leadership to turn this country around
406967,his views on border control
406968,Seems to say what he really thinks regardless  of what peopl
406970,he's different from other politicians
406972,
406973,"Innovative, strong leader, reflects most of my views"
406975,
406978,
406979,
406985,"He is businessman, A Washington outsider."
406986,Hes not a politician
406987,
406989,Blunt
406993,He's not Hillary Clinton!
406994,
406995,
406997,Not a politician
406998,His will to make America stronger and increase our values an
407000,Firmeza
407003,
407009,
407010,"He is not running for the money or prestige, he already has"
407011,
407012,
407013,Illegal aliens
407019,HIS BELIEFS
407021,
407024,"Runs a large business, Strong Attitude (prefer Christie)"
407027,
407032,
407037,Supreme court judges selection
407039,
407041,Something different
407042,
407044,
407050,
407055,
407065,
407071,Proved Leadership
407072,
407075,
407076,economic knowledge
407078,
407085,Non political and paid his own way in this campaign
407086,Make America Great Again
407088,
407090,
407096,Not a career politician strong on our position in the econom
407100,
407101,
407104,He seems more honest and for the people
407105,Pro-life with more conservative values.
407106,His stand on immigrants
407109,
407114,
407116,
407117,
407119,
407122,honest
407123,He is not Hillary Clinton
407124,hE IS GOING TO KEEP Muslims FROM  ENTERING THE U. S.
407125,
407130,
407133,
407136,
407137,
407138,He's NOT a career politician
407141,
407143,He speaks his mind openly even when everyone doesn't agree
407145,
407148,
407154,Emprendedor
407155,
407157,
407158,
407163,
407164,
407169,r
407173,
407174,
407175,
407176,
407177,
407178,
407182,
407184,we need change
407187,Not Hillary Clinton
407188,
407191,action-oriented
407192,to get industy to stay in U.S.
407193,No comment
407195,
407198,
407201,The wall
407203,"Male, stable mood, simplicity, etc"
407204,
407205,He is not part of the political establishment
407206,
407209,
407210,
407211,"Foreign Policies, Stand against immigration"
407213,
407215,stopping illegal immigration
407216,
407218,
407222,
407223,
407229,
407231,background
407233,I like his political veiws
407236,Truthfully wants america to be great again
407238,
407240,Second Amendment
407242,"He's NOT a politician, and he's a business owner (like me)."
407243,
407245,
407246,
407250,
407255,
407262,
407263,
407268,
407269,Make America great again
407270,I do not care for his attitude towards various races & women
407272,
407274,
407275,"policies, businessman, get the job done, blunt, not PC"
407276,
407282,
407286,bombastic
407288,
407290,
407292,
407298,He's a Republican
407304,
407305,
407308,
407311,
407314,
407317,
407319,he is not hilliary clinton
407321,"bring back jobs to america, law and order, border control"
407324,He is not an establishment candidate
407327,
407328,
407333,
407336,
407340,
407342,
407352,
407353,he won't allow illegal imigrants to stay in our country
407355,N/A
407357,He's not fit to be president
407364,speaks his mind
407365,
407366,His attitude
407368,
407373,stop the Obama legacy that Clinton will continue
407377,Good or bad he says exactly what's on his mind mostly
407378,Change
407380,
407381,
407382,
407385,
407387,
407388,
407392,He is not politically correct.  I like that!
407393,
407395,
407396,I believe he will try to make America great again!
407399,
407402,help with jobs
407405,"Getting rid of illegal immigrants,giving jobs backtoAmerica"
407407,Business man
407409,"Speaks his mind,I think his business experience will  help."
407412,US security
407414,he is  not a politician
407423,"Although he is sarcastic, he has not had deaths surround him"
407426,"He's an incompetent, racist, sexist, bufoonic demagogue."
407428,THE ISSUES CONCERNING OUR BORDERS
407430,Donald is not a money hungry politician.
407433,Pro Israel
407434,He is now Hillary
407436,a working man
407442,Conservative
407446,
407447,
407449,
407450,
407451,ecomony
407455,
407456,The wall
407458,
407460,"Pro-Coal, Pro-American Jobs, Good Businessman"
407468,same party
407476,he's NOT a politician
407479,He can't be bought by the government
407482,He's not a career politician
407484,
407485,
407492,I can not vote for Clinton
407496,Job position
407502,
407503,Not a politician.
407505,
407506,
407510,
407519,
407521,
407522,He's Republican
407527,I trust his political platform
407528,
407529,
407533,HIS KNOWLEDGE OF BUISNESS
407534,
407536,
407537,
407539,"His will to speak his mind, and the fact he is not a lobbied"
407541,
407542,He would be a huge change in the Oval Office
407546,he's not a politician  making america great again
407547,
407548,I DONT LIKE HIM
407549,Change
407550,
407554,"refusal of refugees, 2nd ammendment"
407558,
407559,
407561,
407562,"He speaks from the heart, not trying to be P.C."
407563,
407565,"immigration stance, not being afraid to speak up about issue"
407566,Trustworthy
407568,
407573,
407576,"He is not part of the Good Old Boy Club,"
407578,
407580,To get the crude out of Washington
407581,
407582,
407586,"Republican, has plan to make America great"
407589,
407591,
407593,
407594,
407597,
407600,"Immigration, Christian values"
407605,
407609,Change the way of 'doing business' in the government
407610,"his idea about getting more help for the VA,"
407611,I dont trust he has our best interest at heart
407615,
407617,change
407620,
407621,
407624,
407625,"He is honest, not a politician."
407626,
407636,
407639,
407640,border control
407642,
407643,
407645,He represents the working people of the U.S.A.
407647,His leadership and strength of patriotism!
407648,
407651,"no open borders; elimination of NWO, now known as LWO"
407653,Imagration reform
407654,
407655,
407657,
407658,
407659,"Business Experience, Not a politician, Wants change"
407660,"lack of political correctness,smart business sense,VP"
407661,
407666,Is go get it attitude
407667,
407670,
407672,
407677,honesty and open to be himself
407678,
407679,
407681,
407685,
407688,
407689,
407692,
407696,Donald is not Hilary.
407697,
407698,
407700,not a career politician
407703,
407704,Honest
407705,
407706,Taxing out of country business
407707,"Pro-life  strong leader, business sense,  secure border"
407708,
407709,Conservatism
407710,
407712,Immigration/defense
407716,
407717,Everything about him
407721,Out of control imigration
407724,
407725,
407726,
407727,
407729,Hes not Hillary Clinton
407732,Stop sending jobs overseas
407734,Buisness sense (knows how to make money)
407741,
407743,"His determination to end ACA, renegotiate trade agreements"
407744,
407748,
407757,Non political
407758,
407762,He openly opposes the Trans-Pacific Partnership.
407763,"no policies only talk, he is not a politian"
407764,CHANGE
407765,
407766,
407767,Not a democrat
407770,Change
407771,Immigration reform
407779,
407782,
407787,
407788,WE NEED SOMEONE NEW AND WHO HAS STRONG VALUES
407789,
407791,
407796,
407798,
407799,
407800,
